2,4-dichlorophenol	treatment	emerson-trinder_reaction
2-amino-4-nitrophenol	treatment	cancer
2-n-octylthiophene	treatment	ac
1,4-dihydropyridine_nifedipine	treatment	hypertension
5-aminosalicylic_acid	treatment	hemorrhagic_rectocolitis
4-hydroperoxycyclophosphamide	treatment	neoplastic_meningitis
18f-2-deoxyglucose	treatment	myocardium
3bp	treatment	cancer
18f-fdg_pet	treatment	non-small_cell_lung_cancer
12-o-tetradecanoylphorbol-13-acetate	treatment	chronic_lymphocytic_leukemia
18f-fdg	treatment	carotid_artery_disease
15-methyl_prostaglandin_f2alpha	treatment	hemorrhage
13-cis-retinoic_acid	treatment	breast_cancers
3-nitropropionic_acid	treatment	neurologic_disease
2-cda	treatment	lch
15-hete	treatment	hypoxia
2-phenylindenes	treatment	mammary_tumor
2,9-dimethyl-1,10-phenanthroline	treatment	toxicity
17-ketosteroids	treatment	premenstrual_syndrome
2,4-dichlorophenoxyactic_acid	treatment	ses
3,6-dihydroxyflavone	treatment	breast_cancer
4-o-methyl	treatment	cytotoxicity
2,4-d	treatment	myopathy
3,4-methylenedioxymethamphetamine	treatment	death
15d-pgj	treatment	gastric_mucosal_injury
18f-naf	treatment	cardiac_motion
3_beta-hydroxysteroid	treatment	pco
18f-fdg	treatment	atherosclerosis
25-hydroxyvd-25ohd	treatment	vd_deficiency
5,6-dht	treatment	hypersensitivity_to_5-ht
1,8-cineole	treatment	skin_carcinoma
2,3-dehydrosilybin	treatment	liver_injury
17-aag	treatment	tumours
2,4,6-trihydroxyphenethylamine	treatment	toxicity
3,4-diaminopyridine	treatment	congenital_myasthenic_syndrome
2-methyl-epa	treatment	enlargement_of_the_liver
2,3,4,7,8-pecdf	treatment	toxicity
3h-thymidine	treatment	pha
17-b-estradiol	treatment	hiv-infection
18f-fdg	treatment	gland_soft_tissue_lesion
3-angelate	treatment	pkc
3-oaa	treatment	cpa
2-deoxyglucose	treatment	catabolic_block
18f-fdg	treatment	fibromatosis
4-methyl-2,6-diisobornylphenol	treatment	transient_cerebral_ischemia
4-aminopyridine	treatment	overdose
5-aminolaevlinic_acid_methylester	treatment	actinic_keratosis
15d-pgj2	treatment	prostate_cancer
2-deoxyglucose	treatment	c6_glioma
3-thiadicarboxylic_acid	treatment	nephrosis
14c-urea	treatment	helicobacter_pylori_infection
4-methylcatechol	treatment	diabetic
12-o-tetradecanoylphorbol-13-acetate	treatment	b_cell_leukemia
17-ketosteroids	treatment	hirsutism
3-hydroxy-3-methylglutaryl-coenzyme_a	treatment	melanoma
3-methylindole	treatment	acute_pulmonary_edema
2-pyridine_aldoxime_methochloride	treatment	toxicity
131-iodine	treatment	renal_failure
2,4,6-trinitrobenzenesulphonic_acid	treatment	colitis
5-aminoisoquinoline	treatment	acute_kidney_injury
4-quinolones	treatment	haemophilus
