10B1-paraboronophenylalanine-HCl	treatment	melanoma
1,2-dioctanoyl-sn-glycerol	treatment	PKC
1,25-hydroxyvitamin_D3	treatment	hypothyroidism
1,25-dihydroxyvitamin_D3	treatment	gastric_cancer
12-O-tetradecanoylphorbol-13-acetate	treatment	tumors
11C-methionine	treatment	glioblastoma
1,25-dihydroxyvitamin_D	treatment	colorectal_tumours
1,25_dihydroxy_vitamin_D3	treatment	RA
1,25-dihydroxyvitamin_D	treatment	parturient_paresis
12-deoxyphorbol_13-esters	treatment	tumor
10-hydroxycamptothecin	treatment	cytotoxicity
123I-iomazenil	treatment	temporal_lobe_epilepsy
13-cis-RA	treatment	lymphomas_of_T-lineage
11C-methionine	treatment	metastasis
1,2-dimethylhydrazine	treatment	adenocarcinoma
111In-pentetreotide	treatment	SRS
131-I-bromsulphalein	treatment	hepatitis
1,2-dimethylhydrazine	treatment	colon_cancer
1,25-dihydroxycholecalciferol	treatment	TD
123I-labeled_metaiodobenzylguanidine	treatment	hypertensive
111In-pentetreotide	treatment	neuroendocrine_tumors
12-O-tetradecanoylphorbol-13-acetate	treatment	malignant_epithelial_and_mesenchymal_skin_tumors
12-0-tetradecanoyl-phorbol-13-acetate	treatment	AML
1,25-dihydroxy_vitamin_D3	treatment	renal_failure
123I-metaiodobenzylguanidine	treatment	dilated_cardiomyopathy
12-O-tetradecanoylphorbol-13-acetate	treatment	IP
1,25-dihydroxyvitamin_D3	treatment	hypercalcemia
123I-orthoiodohippurate	treatment	renal_and_urinary_disorders
12-0-tetradecanoyl_phorbol-13-acetate	treatment	PKC
111In-octreotide	treatment	small_cell_lung_cancer
123I-MIBG	treatment	cardiac_diseases
1,25-D3	treatment	prostatic_cancer
111indium-DTPA	treatment	leptomeningeal_metastases
12,13-epoxyoctadecenoic_acid	treatment	colon_tumorigenesis
1,25-dihydroxyvitamin_D	treatment	hypercalciuria
11-OCS	treatment	traumatic_shock
1,25_Dihydroxyvitamin_D3	treatment	breast_cancer
12-0-tetradecanoyl-phorbol_13-acetate	treatment	protein_kinase_C
123I-metaiodobenzylguanidine	treatment	Lewy_body_disease
111In-Pentetreotide	treatment	small-cell_lung_cancer
1,25-dihydroxyvitamin_D3	treatment	osteosarcoma
1,2-dihydroxybenzene	treatment	convulsive
1,3,5-trioxetanetrione	treatment	unimolecular_dissociation
1,3-butylen_glycol	treatment	skin_lesions
1,2,6-IP3	treatment	pain
12-o-tetradecanoyl_phorbol_13-acetate	treatment	PKC
12-O-tetradecanoylphorbol_13-acetate	treatment	OA
1,2-epoxybutene-3	treatment	BD
10058-F4	treatment	cold_allodynia
131I-metaiodobenzylguanidine	treatment	neural_crest_tumours
12-O-tetradecanoyl_phorbol-13-acetate	treatment	excess_lung_tumors
111In-octreotide	treatment	adenomas
123I-MEL037	treatment	melanoma_tumor
10-hydroxycamptothecin	treatment	promyelocytic_leukemia
1,25-dihydroxyvitamin-D3	treatment	renal_osteodystrophy
1,2-dipalmitoyl-sn-glycero-3-phosphoethanolamine	treatment	cancer
11C-Choline_PET	treatment	prostate_cancer
1,25-dihydroxyvitamin_D	treatment	chronic_renal_insufficiency
129Cs	treatment	myocardial_hypoxia
11C-PK11195	treatment	atherosclerosis
12-O-tetradecanoylphorbol_13-acetate	treatment	irritant_contact_dermatitis
11-deoxycortisol	treatment	11b-hydroxylase_deficiency
13762A	treatment	tumor
12-S-HETE	treatment	epithelial_injury
12-O-tetradecanoylphorbol-13-acetate	treatment	chronic_lymphocytic_leukemia
11C	treatment	tumors
1,2-diacylglycerol	treatment	tumor
131I-iodine	treatment	thyroid_cancer
1,2-benzisothiazolin-3-one	treatment	Occupational_hand_dermatitis
1,2-dimethylhydrazine	treatment	Colonic_cancer
11-keto-b-boswellic_acid	treatment	BSE
1,25-dihydroxyvitamin_D3	treatment	X-linked_hypophosphatemia
1,25-dihydroxyvitamin_D3	treatment	acute_myelogenous_leukemia
11-deoxycorticosterone	treatment	hyperplasia
1,1-Dichloroethylene	treatment	liver_and_kidney_damage
11-cis-retinal	treatment	SE
125iodine	treatment	malignant_gliomas
1,25-dihydroxyvitamin_D	treatment	hyperprolactinemia
1,2-DAG	treatment	PDGF
125Iodine	treatment	prostatic_carcinoma
131I-metaiodobenzylguanidine	treatment	neuroblastoma
1,2-dimethylhydrazine	treatment	Multiple_colorectal_adenocarcinomas
1,25-dihydroxy-vitamin_D3	treatment	diabetic_nephropathy
12-O-tetradecanoylphorbol-13-acetate	treatment	erythroleukemia
111In-pentetreotide	treatment	MTC
10-EdAM	treatment	Toxic_dermatitis
1,3-BDG	treatment	secondary_peritonitis
125I-iothalamate	treatment	renal_insufficiency
125iodine	treatment	metastases
10-HDA	treatment	colon_cancer
12-O-tetradecanoylphorbol_acetate	treatment	mouse_ear_oedema
1,25-Dihydroxyvitamin_D3	treatment	Hyporesponsiveness
1,25-Dihydroxyvitamin_D3	treatment	colorectal_carcinoma
125iodine	treatment	localized_prostate_cancer
11-deoxycorticosterone	treatment	adrenal_insufficiency
13C-acid	treatment	gastric_emptying
1,3-butadiene	treatment	BD
12-O-tetradecanoyl_phorbol-13_acetate	treatment	HCC
111In-octreotide	treatment	pituitary_adenomas
123I-metaiodobenzylguanidine	treatment	IDDM
11C-MET	treatment	IHCP
12-O-tetradecanoyl-phorbol-13-ester	treatment	PKC
1,25-dihydroxyvitamin_D3	treatment	postmenopausal_osteoporosis
12-O-tetradecanoly_Phorbol-13-acetate	treatment	skin_tumors
131I	treatment	papillary_meningioma
1,1-dichloroethylene_epoxide	treatment	lung_tumors
1,3-Butanediol	treatment	ketonemia
1,2,3,4,6-penta-O-galloyl-beta-D-glucopyranoside	treatment	HCC
11-HOCS	treatment	heart_diseases
13-azaprostanoic_acid	treatment	pulmonary_hypertension
12-O-tetradecanoylphorbol-13-acetate	treatment	Hyperplasia
13-cis_retinoic_acid	treatment	myelodysplastic_syndromes
12-epoxyeicosatrienoic_acid	treatment	myocardial_ischemia
1,2-dimethylhydrazine	treatment	Renal_cell_tumors
12-O-tetradecanoyl-phorbol-13-acetate	treatment	chronic_myeloid_leukemia
11C-AC	treatment	pulmonary_malignancy
125Iodine	treatment	colorectal_adenocarcinoma
13-cis-retinoic_acid	treatment	acne
1,25-D3	treatment	PCa
125iodine	treatment	bladder_cancer
1,2:5,6-dianhydrogalactitol	treatment	Yoshida_sarcoma
13-cis_retinoic_acid	treatment	hormone_refractory_prostate_cancer
12-O-tetradecanoylphorbol-13-acetate	treatment	carcinoma
1,2,4-trimethyl_benzene	treatment	WS
111-indium_DTPA_octreotide	treatment	colorectal_liver_metastases
131-iodine	treatment	hyperthyroidism
131I	treatment	differentiated_thyroid_cancer
11-dehydro_thromboxane_B2	treatment	CAD
1,2-Dimethylhydrazine	treatment	colonic_tumors
125-iodine	treatment	pineoblastomas
1-13C_pyruvate	treatment	brain_tumor
12-O-tetradecanoylphorbol-13-acetate	treatment	B_cell_leukemia
1,1-dichlorodiphenildichloroethane	treatment	DDD
12-O-tetradecanoyl-phorbol_13-acetate	treatment	hepatoma
1,1-dichloroethylene	treatment	renal_damage
11C-N-methylspiperone	treatment	melanoma
12-O-tetradecanoylphorbol-13-acetate	treatment	Epstein-Barr_virus
10B-BPA	treatment	glioblastoma
10058-F4	treatment	MM
10-Hydroxycamptothecin	treatment	epidural_fibrosis
11_beta-hydroxysteroid	treatment	deficiency_of_the_kidney_isozyme
1,2-dimethylhydrazine	treatment	Gastric_tumor
1,25-hydroxyvitamin_D	treatment	chronic_renal_failure
12-O-Tetradecanoylphorbol-13-acetate	treatment	PKC
1,2-dimethyl-3-hydroxypyrid-4-one	treatment	iron_in_beta_thalassaemia
10-ethyl-10-deazaaminopterin	treatment	advanced_cancer
12-0-tetradecanoylphorbol-13-acetate	treatment	neuroblastoma
1,25-dihydroxy_vitamin_D3	treatment	hypocalcemia
131I	treatment	tumoral_calcinosis
131I	treatment	HT
11b-Hydroxysteroid	treatment	type
1.2-dichloropropane	treatment	Cholangiocarcinoma
12-O-tetradecanoylphobol_13-acetate	treatment	PKC
13-cis-RA	treatment	skin_tumor
1,2-dimethylhydrazine	treatment	Colon_carcinogenesis
123I-metaiodobenzylguanidine	treatment	Autonomic_nervous_dysfunction
123I-metaiodobenzylguanidine	treatment	hypertension
1,2-octanediol	treatment	head_louse_infestation
11beta-hydroxysteroid	treatment	metabolic_syndrome
11C-MET	treatment	gliomas
12-O-tetradecaoylphorbol-13-acetate	treatment	protein_kinase_C
10-gingerol	treatment	colon_cancer
13-cis-RA	treatment	malformations
1,2-dimethylhydrazine	treatment	colon_adenocarcinomas
111In-pentetreotide	treatment	tumours
1,2-dihexadecylphosphatidylcholine	treatment	vesicle_aggregation
12-o-tetradecanoyl_phorbol-13-acetate	treatment	PKC
11_beta-Hydroxysteroid	treatment	hypertension
10-methylene_tetrahydrofolate	treatment	TS
13C-galactose	treatment	chronic_liver_disease
11b-hydroxysteroid	treatment	type
1,3,4-thiadiazines	treatment	platelet_aggregation
1,25-hydroxyvitamin_D	treatment	colitis
1,25-dihydroxyvitamin_D	treatment	Chronic_kidney_disease
1,2,6-Tri-O-galloyl-beta-D-glucopyranose	treatment	human_immunodeficiency_virus
12-methyltridecanal	treatment	OAVs
111Indium_pentetreotide	treatment	neural_crest_tumors
1,2-NQ	treatment	Cataracts
13-acetate	treatment	protein_kinase_C
1,25-dihydroxyvitamin_D3	treatment	uremic
13-cis-retinoic_acid	treatment	acne_vulgaris
10-deoxy-10-C-morpholinoethyl	treatment	cytotoxicity
1,2,4-trichlorobenzene	treatment	Subchronic_toxicity
1,2-Octanediol	treatment	head_louse_infestation
11-DOGA	treatment	gastric_cancer
1,2-dimethylhydrazine	treatment	NPC
1,25-dihydroxyvitamin_D3	treatment	Rat_osteosarcoma
1,25-dihydroxyvitamin_D3	treatment	bone_loss
12-O-tetradecanoylphorbol-13-acetate	treatment	leukemia
12-O-tetradecanoylphorbol-13-acetate	treatment	acute_promyelocytic_leukemia
125Iodine	treatment	carcinoma_of_the_prostate
12-O-Tetradecanolylphorbol-13-acetate	treatment	inflammation
1,3-Butanediol	treatment	cholestasis
123I-Tyr3-octreotide	treatment	islet-cell_tumors
104E	treatment	asbestos
12-O-tetradecanoyl-phorbol-13_acetate	treatment	PKC
1,1,1-trichloroethane	treatment	trickle-bed_air_biofilter
123I-heptadecanoic_acid	treatment	impaired_glucose_tolerance
111In-DTPA-peptide-biotin	treatment	tumor
12-0-tetradecanoyl-phorbol-13-acetate	treatment	megakaryoblastic_leukemia
131I-metaiodobenzylguanidine	treatment	malignant_pheochromocytoma
12-O-tetradecanoyl-phorbol-13-acetate	treatment	adenovirus_type_5-infected
1,25_dihydroxyvitamin_D	treatment	osteoporosis
13-acetate	treatment	WT
1,25-dihydroxyvitamin_D3	treatment	VD
1,25-vitamin_D	treatment	celiac_disease
1,2-dihydroxyvitamin_D	treatment	VD
1,25-dihydroxyvitamin_D3	treatment	Osteopenia
10-EDAM	treatment	NSCLC
123I	treatment	ischemia
1,25-dihydroxyvitamin_D3	treatment	milk_fever
12-hydroxyheptadecatrienoate	treatment	HHT
10-chlorodeserpidine	treatment	neuropsychic_agitation
11,12-epoxyeicosatrienoic_acid	treatment	arrhythmias
12-tetradecanoylphorbol-13-acetate	treatment	myeloid_leukemia
1,2_DOG	treatment	PKC
125-iodine	treatment	definitive_implantation_in_the_treatment_of_some_apical_and_non_apical_lung_tumors
12-O-tetradecanoylphorbol-13-acetate	treatment	skin_carcinogenesis
10-Oxa-5,8-dideazafolic_acid	treatment	tumor
13C-acetate	treatment	gastroesophageal_reflux
1,25-dihydroxyvitamin_D	treatment	end-stage_renal_disease
1,1-diphenyl-2-picrylhydrazyl	treatment	antioxidant_activity
12-O-Tetradecanoylphorbol-13-acetate	treatment	epidermal_hyperplasia
1,25_vitamin_D3	treatment	cancer
1,2-diacylglycerol	treatment	ischemic
1,2-dichloropropane	treatment	fatigue
1,2-dichloropropane	treatment	acute_renal_failure
1,2-DCE	treatment	brain_edema
1,2-dichloroethane	treatment	Impairment_of_lipoglycoprotein_metabolism
1,25-dihydroxyvitamin_D3	treatment	liver_cancers
12-0-Tetradecanoylphorbol-13-acetate	treatment	inflammation
125I	treatment	carcinosarcoma
131Iodine	treatment	DTC
11beta-hydroxysteroid	treatment	congenital_adrenal_hyperplasia
1,2-dimethyl-3-hydroxypyrid-4-one	treatment	renal_dialysis
1,25-dihydroxyvitamin_D	treatment	amenorrhea
1,2,3,6-tetrahydro-N-trichloromethylthiophthalmide	treatment	carcinoma
123I-BMIPP	treatment	unstable_angina
1,2-dimethylhydrazine	treatment	colon_carcinogenesis
13-cis	treatment	endometrial_adenocarcinoma
11C-methionine	treatment	glioma
131I-6beta-iodomethyl-19-norcholesterol	treatment	adrenal_metastases
1,25-Dihydroxyvitamin_D3	treatment	psoriasis
11-cis-retinal	treatment	diabetic_retinas
111In-octreotide	treatment	medullary_thyroid_carcinoma
11C-methionine	treatment	Ovarian_cancer
125iodine	treatment	carcinoma_of_prostate
13C_acetate	treatment	gastric_emptying
1,25-dihydroxyvitamin_D3	treatment	clonal_osteoblast-like_rat_osteogenic_sarcoma
123I-15-iodophenyl_3-methyl_pentadecanoic_acid	treatment	myocardial_injury
12-O-tetradecanylphorbol_13-acetate	treatment	embryonal_carcinoma
1,2,3-triazoles	treatment	acute_myeloid_leukemia
10-EdAM	treatment	stomatitis
123I-metaiodobenzylguanidine	treatment	pheochromocytoma
12-0-tetradecanoyl_phorbol_13_acetate	treatment	B-CLL
1,25-dihydroxycholecalciferol	treatment	primary_hyperparathyroidism
1,3-BG	treatment	allergic_contact_dermatitis
131-I-metaidobenzylguanidine	treatment	pheochromocytoma
123I-metaiodobenzylguanidine	treatment	KD
1,25-dihydroxycholecalciferol	treatment	hypoparathyroidism
13_cis-retinoic_acid	treatment	Hypercalcemia
13-cis-RA	treatment	peripheral_T-cell_lymphoma
1,25-dihydroxyvitamin_D	treatment	CKD
123I-5-IA-85380	treatment	Alzheimer_disease
1,25-dihydroxyvitamin_D	treatment	Secondary_hyperparathyroidism
10-HCPT	treatment	liver_cancer
10-ethyl-10-deaza-aminopterin	treatment	squamous_cell_carcinoma
1,25-Dihydroxyvitamin_D3	treatment	secondary_hyperparathyroidism
1,2-dimethylhydrazine	treatment	Cancer
1,2-Diamino-4,5-Dibromobenzene	treatment	Pancreatic_Cancer
1,2-propanediol	treatment	invasiveness_of_Salmonella
1,25-D	treatment	MCF
12-O-Tetradecanoylphorbol_13-acetate	treatment	sister_chromatid_exchanges
1,2-dimethylhydrazine	treatment	hypercholesteremia
11C-L-methionine	treatment	prolactinomas
111In-PSMA-617	treatment	PCa
1,3-b-D-glucan	treatment	intra-abdominal_candidiasis
13C-bicarbonate	treatment	Helicobacter_pylori_infection
1,2_dimethylhydrazine	treatment	Colorectal_tumours
1,25-dihydroxycholecalciferol	treatment	Postmenopausal_osteoporosis
131I-metaiodobenzylguanidine	treatment	pheochromocytomas_and_paragangliomas
1,25-dihydroxyvitamin_D	treatment	rickets
1,1-Dichloroethylene	treatment	pulmonary_injury
11C-methionine	treatment	intracranial_tuberculomas
1,25-dihydroxycholecalciferol	treatment	hematologic_and_skeletal_abnormalities
1,2-dimethylhydrazine_dihydrochloride	treatment	tumour
1,25-dihydroxyvitamin_D3	treatment	colon_carcinoma
1,25-dihydroxyvitamin_D	treatment	congenital_osteopetrosis
123I-IMP	treatment	occlusive_cerebrovascular_disease
111-indium-octreotide	treatment	lymph_node_tuberculosis
123I-beta-methyl_iodophenyl_pentadecanoic_acid	treatment	hypertrophic_cardiomyopathy
123I-Meta-Iodobenzylguanidine	treatment	Dementia
12-O-tetradecanoylphorbol-13-acetate	treatment	edema
1,2-dimethylhydrazine	treatment	colon_cancers
1,2-Dimethylthdrazine	treatment	vascular_neoplasms
12-HETE	treatment	sickle-cell_disease
1,3-butylene_glycol	treatment	Allergic_contact_dermatitis
10-Hydroxy-2-decenoic_acid	treatment	hyperglycemia
1,2-dimethyl-3-hydroxypyrid-4-one	treatment	thalassemia
1,25-dihydroxyvitamin_D3	treatment	mammary_tumor
12-DHGD	treatment	neuro-inflammation
1,2,3,4-tetrahydro-1-acridone	treatment	amyloid-beta_and_tau_aggregation
1,25-dihydroxyvitamin_D3	treatment	oral_squamous_carcinoma
123I-orthoiodohippurate	treatment	renal_diseases
12-O-tetradecanoylphorbol-13-acetate	treatment	acute_nonlymphocytic_leukemia
1,25_dihydroxyvitamin_D3	treatment	chronic_renal_failure
071031B	treatment	lower_cytotoxicity
123I-metaiodobenzylguanidine	treatment	PD
12-O-tetradecanolyphorbol-13-acetate	treatment	decreased_hyperplasia
1,2-dibromo-3-chloropropane	treatment	impaired_semen_quality
11-deoxycortisol	treatment	Congenital_adrenal_hyperplasia
11-amino-1-undecanethiol	treatment	SAMs
123I_metaiodobenzylguanidine	treatment	retinoblastoma
123I-MIBG	treatment	sympathetic_nervous_dysfunction
123I-metaiodobenzylguanidine	treatment	inferior_myocardial_defect
1,2-Dibromoethane	treatment	stomach_tumors
1,2-dimethylhydrazine	treatment	gastrointestinal_cancer
1,25-dihydroxycholecalciferol	treatment	hip_fracture
131I	treatment	pulmonary_aspergilloma
11a-O-benzoyl-12b-O-acetyltenacigenin_B	treatment	Burkitt_lymphoma
1,25-dihydroxyvitamin_D3	treatment	unilateral_renal_artery_stenosis
1,1,1-trichloroethane	treatment	poisoning
1,3,7-tripropylxanthine	treatment	behavioral_depression
1,2-dimethyl-3-hydroxypyrid-4-one	treatment	iron_overload
1,25_dihydroxy_vitamin_D3	treatment	pulmonary_tuberculosis
13C-glucose	treatment	human_immunodeficiency_virus
12-O-tetradecanoylphorbol-13-acetate	treatment	PLD
11-cis-retinal	treatment	diabetic
131CsCl	treatment	Detection_of_breast_disease
1,2-Diacylglycerol	treatment	hypertension
1,25-vitamin_D3	treatment	impaired_renal_function
1,1-Diphenyl-2-picryl-hydrazyl	treatment	Toxicity
10-Thiastearic_acid	treatment	protozoan_Crithidia_fasciculata
123I-Tyr-3-octreotide	treatment	small-cell_lung_cancer
1,2-dimethylhydrazine	treatment	preneoplastic_lesions
12-O-tetradecanoylphorbol-13-acetate	treatment	lung_carcinoma
11-deoxycortisol	treatment	adrenocortical_hyperfunction
108/124	treatment	cancers
1,25D3-MARRS	treatment	breast_cancer
11C-AC	treatment	malignant_tumor
1,1,2-trisubstituted-1H-indenes	treatment	Low-valent_Nb
1,1-Dichloroethylene	treatment	necrosis
10-EDAM	treatment	lung_cancer
123I-metaiodobenzylguanidine	treatment	idiopathic_dilated_cardiomyopathy
12-O-tetradecanoylphorbol-13-acetate	treatment	EBV
12-Acetoxyhawtriwaic_acid_lactone	treatment	edema
11C-Methionine	treatment	tumor
1,2-dioleoyl-3-trimethylammonium-propane	treatment	cytotoxicity
1,25-dihydroxyvitamin_D	treatment	hypophosphatemia
1,2-dimethylhydrazine	treatment	colon_tumors
1,25-dihydroxy-vitamin_D3	treatment	multibacillary_leprosy
11-OH_THC	treatment	PHA
10058-F4	treatment	PDAC
11C-Met	treatment	tumor
1,3,6,7-tetrahydroxy-8-prenylxanthone	treatment	inflammation
1,1-dichloroethylene	treatment	Lung_injury
12-O-Tetradecanoylphorbol-13-acetate	treatment	acute_lymphocytic_leukemia
10-hydroxycamptothecin	treatment	liver_tumors
1,2-dithiole-3-thione	treatment	tumour
1,25-Dihydroxyvitamin_D3	treatment	increase_in_the_number_of_osteoclastlike_cells
1,2-Dichlorobenzene	treatment	liver_damage
1-14C_linoleic_acid	treatment	CF
111In-Octreotide	treatment	pancreatic_insulinoma
11-deoxycorticosterone	treatment	CRPCs
11beta-OHD	treatment	inherited_disease
12-O-tetradecanoylphorbol-13-acetate	treatment	hypersensitivity
1,1,1,3,3-Pentafluoropropane	treatment	toxicity
1,25-dihydroxyvitamin_D3	treatment	experimental_autoimmune_encephalomyelitis
123I-IMP	treatment	primary_central_nervous_system_lymphomas
12-O-tetradecanoyl_phorbol-13-acetate	treatment	non-lymphoid_leukemia
13C	treatment	obese
11-deoxycorticosterone	treatment	essential_and_renovascular_hypertension
11-hydroxycorticosteroids	treatment	myocardial_infarct
1,1-dimethylbiguanide_hydrochloride	treatment	diabetes
123I-metaiodobenzylguanidine	treatment	ectopic_intracranial_retinoblastoma
13-cis_RA	treatment	ATL
11-oxycorticoids	treatment	hyperthyroidism
13ASA	treatment	MCF-7_and_MDA-MB-231_breast_cancer
111In-pentetreotide	treatment	thyroid_carcinoma
11C-methionine	treatment	urinary_bladder_carcinoma
1,25-DHCC	treatment	primary_hyperparathyroidism
123I-betamethyl-p-iodophenyl-pentadecanoic_acid	treatment	chest_pain
1,2-diacyl-sn-glycerol	treatment	protein_kinase_C
1,1,1-trichloroethane	treatment	cardiac_toxicity
1,25-dihydroxyvitamin_D	treatment	liver_disease
10-ethyl-10-deaza-aminopterin	treatment	non-small-cell_lung_cancer
11C-methionine	treatment	basal_ganglia_germinoma
1,25-Dihydroxyvitamin-D3	treatment	DCM
1,25-dihydroxycholecalciferol	treatment	hypophosphataemic_osteomalacia
1,25-dihydroxyvitamin_D3	treatment	osteogenic_sarcoma
1,2-dichloroethane	treatment	copper_nanoparticles
1,2-dimethylhydrazine_dihydrochloride	treatment	vascular_injury
1,2-dichlorohexafluorocyclobutane	treatment	amnesia
12-hydroxyeicosatetraenoic_acid	treatment	diabetes
11-hydroxycorticosteroid	treatment	accidental_hypothermia
12-O-tetradecanoylphorbol-13-acetate	treatment	Protein_kinase_C
125iodine	treatment	adenocarcinoma_of_the_prostate
12-methacryloyloxydodecylpyridinium_bromide	treatment	dentinal_carious_lesions
1,2-dimethyl-hydrazine	treatment	colonic_tumors
11-dehydro-TXB2	treatment	acute_myocardial_infarction
12a-hydroxyrotenone	treatment	colon_cancer
123I-IMP	treatment	malignant_lymphomas
12-O-tetradecanoylphorbol13-acetate	treatment	PKC
11beta-hydroxysteroid	treatment	inflammatory_bowel_disease
13-acetate	treatment	B_lymphoma
125I-TU	treatment	melanoma
10-propargyl-5,8-dideazafolate	treatment	TS
1,3-butanediol	treatment	cerebral_ischemia
123I-Tyr3-octreotide	treatment	GEP-tumours
1,25_OH_vitamin_D	treatment	metastasis
12-O-tetradecanoyl-1,2-phorbol_13-acetate	treatment	PKC
12-0-tetradecanoylphorbol-13-acetate	treatment	PDB
123I-iomazenil	treatment	hepatic_encephalopathy
